 altitude/km, 1.CS2+OH->COS+SH,    2.CS2+OH->SCSOH,     3.SCSOH+O2->COS+HSO2,   4.CS2+O->CS+SO,   5.CS2+O->COS+S, 6.CS2+O->S2+CO,      7.CS+O->S+CO,        8.CS+O2->COS+O,         9.CS+O2->SO+CO,   10.CS+O3->COS+O2,  11.S+O2->SO+O,       12.S+O3->SO+O2,      13.S+OH->SO2+H,         14.S2+O->S+SO,    15.SO+O2->SO2+O, 16.SO+O3->SO2+O2,    17.SO+OH->SO2+H,     18.SH+O->SO+H,          19.SH+O2->SO+OH,20.SH+O3->HSO+O2,21.HSO+O2->SO2+OH,   22.HSO+O3->SO2+SH,   23.HSO2+O2->SO2+HO2
           1   2.1243893961601277E-035   1.0317010536053573E-023   1.1111765828982668E-071   1.4646353418637119E-029   4.7653966324551606E-055   4.1859212225264821E-071   7.6783326881527185E-075   5.7780181972394407E-037   2.7686312034886530E-081   4.1137097078521871E-091   5.3705588202214923E-016   1.9445348041020898E-072   0.0000000000000000        5.6181577764445480E-042   4.8924483976244666E-012   4.6976540859783978E-066   0.0000000000000000        0.0000000000000000        2.3858862946864207E-033   1.6591184086757981E-053   1.4455209546124275E-043   4.9469673637806483E-053   4.0323298871178304E-002
           2   1.3664759009054888E-036   8.6805449967209871E-025   1.1947344435721741E-073   2.2401153086753865E-030   1.9248235590551504E-056   8.9101254495010783E-073   8.4487740265334587E-077   8.9085720452677089E-038   2.9683025792726492E-083   7.1382856271800823E-094   3.3006842294661932E-016   1.3329425075208432E-074   0.0000000000000000        8.2012064346193795E-043   2.1291791017142841E-012   2.5595035010514815E-068   0.0000000000000000        0.0000000000000000        3.8789696251845107E-034   2.0309717677916089E-055   6.3413536252731677E-045   8.1638457351354838E-055   1.5271663938883401E-002
           3   1.0970118662082894E-037   8.7584727792811432E-026   1.9122503691080630E-075   3.7865787293013598E-031   1.0650380342930958E-057   2.8872932887619688E-074   1.4758526423254072E-078   1.7090663648332638E-038   4.8304078975103493E-085   2.2763004971900975E-096   2.1360175273173658E-016   1.4222462925787431E-076   0.0000000000000000        1.4011414115839433E-043   1.0479229478044148E-012   2.3042165651652754E-070   0.0000000000000000        0.0000000000000000        7.4014960022884400E-035   3.7729541330537478E-057   3.8662687716995844E-046   1.9489929970080924E-056   6.5361191627456303E-003
           4   7.6284661892551388E-039   7.6910283548604284E-027   1.8536317005852682E-077   5.1110921696271851E-032   3.5201794454169687E-059   4.5312669356671081E-076   1.1606012037095341E-080   2.3632902894937875E-039   3.4144129363926753E-087   2.0884032349486791E-099   1.4006916832022774E-016   6.1266904939997637E-079   0.0000000000000000        1.9697286648099637E-044   4.6716307579253239E-013   7.6628158205571616E-073   0.0000000000000000        0.0000000000000000        1.5015629736395743E-035   4.5997948406247436E-059   1.8433635294499955E-047   3.1214947594419542E-058   1.8810475849837507E-003
           5   6.2178658051046232E-040   7.6472447983693551E-028   2.5623547755831684E-079   6.9179128841486302E-033   1.5749694148278777E-060   1.1228318481048029E-077   1.4394576997364187E-082   4.1562316548501328E-040   3.5870344389214133E-089   3.7222211229863250E-102   9.1936225470368395E-017   4.0391539315426357E-081   0.0000000000000000        2.9808031111650139E-045   2.3694566257758992E-013   4.3774101908853902E-075   0.0000000000000000        0.0000000000000000        3.3014863268934002E-036   7.9991463585142565E-061   1.2028462492422455E-048   6.8125004107938384E-060   7.7818607542884681E-004
           6   3.1806671659218884E-041   4.8380960994634940E-029   1.5092167209845094E-081   7.2356921177669537E-034   4.0396071552957992E-062   1.2466569706464638E-079   7.3408091131724533E-085   5.1087664424494647E-041   1.4547726517757412E-091   1.6560647965583925E-105   6.1428808932393281E-017   9.6619725668461501E-084   0.0000000000000000        3.6811668919898405E-046   1.0780104417618862E-013   8.2059088066183578E-078   0.0000000000000000        0.0000000000000000        5.8342437372119983E-037   6.5039052718976732E-063   4.4692993228014688E-050   6.9712626437566998E-062   2.4702879220119759E-004
           7   1.6765162330550909E-042   3.3854646768280721E-030   1.2419256272891491E-083   7.9609009545759187E-035   1.6791426383457291E-063   2.5242181071314350E-081   7.0686791097661597E-087   9.0708021564698746E-042   9.2028024382477306E-094   1.5000536905331848E-108   4.7497780975322941E-017   3.7736408565476726E-086   0.0000000000000000        5.9696026472025010E-047   6.2569442582565844E-014   2.7313874678144912E-080   0.0000000000000000        0.0000000000000000        1.0875868700866860E-037   7.4780108995617612E-065   2.1636497941350096E-051   8.6149599082332874E-064   9.3522796012070444E-005
           8   5.4498570197821412E-044   1.4381799450273197E-031   3.9651604917543155E-086   7.0837358890170700E-036   3.8610139110591033E-065   1.9167226052634076E-083   2.6228919894379565E-089   9.9598656301583587E-043   2.1233096237884527E-096   2.8401417993051026E-112   3.6146024377628084E-017   4.8918424601482886E-089   0.0000000000000000        8.3047854765763439E-048   2.9638537770538309E-014   2.5766539877383193E-083   0.0000000000000000        0.0000000000000000        1.6038843274947102E-038   3.4826871879470733E-067   5.3753208014614658E-053   4.7143888058520100E-066   2.8553554700964295E-005
           9   1.9332752585268910E-045   7.3587208967735695E-033   1.9420193217982399E-088   7.2303855428127938E-037   1.5902937440947553E-066   2.6690183738349745E-085   2.1088936771119159E-091   1.5594672906272134E-043   8.6655986419260797E-099   1.1675130947997223E-115   3.2904928271723669E-017   1.1563026177653142E-091   0.0000000000000000        1.7577308157570130E-048   1.7460455207865775E-014   4.5404729321823299E-086   0.0000000000000000        0.0000000000000000        2.8023712090714623E-039   2.4237902352465374E-069   1.8602879061894721E-054   3.3346613798080512E-068   1.0505941021488907E-005
          10   8.2220187934168092E-047   4.5547256888078253E-034   1.5230817840380416E-090   6.8206252919526428E-038   1.0900569354528636E-067   6.5591627593773421E-087   3.4031187366174929E-093   3.1869680837571412E-044   6.0758908088912907E-101   1.2085727841792506E-118   2.8614572754324732E-017   5.0444242469257853E-094   0.0000000000000000        4.6008522703921846E-049   1.1368465647092077E-014   1.6783049866865642E-088   0.0000000000000000        0.0000000000000000        5.8969724703975662E-040   2.5122768120605708E-071   1.0410047500909671E-055   3.4659984037409453E-070   4.5688915514097115E-006
